,x_name,y_name,protein_uniprot
3314143,TNIK,"intellectual disability, autosomal recessive",C9J338
3314144,NMNAT2,cystic hygroma,Q9BZQ4
3314145,SETX,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",A0A0S2Z550
3314146,PIK3R5,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",J3KRE9
3314147,APTX,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",A0A0A0MRW7
3314148,EMC1,"cerebellar atrophy, visual impairment, and psychomotor retardation;",P25574
3314149,ZNF423,Joubert syndrome with oculorenal defect,A0A7P0Q1F0
3314150,TMEM216,Joubert syndrome with oculorenal defect,J3QT25
3314151,TMEM138,Joubert syndrome with oculorenal defect,J3QSZ6
3314152,CC2D2A,Joubert syndrome with oculorenal defect,A0A6Q8PHJ7
3314153,TMEM237,Joubert syndrome with oculorenal defect,L0R6S1
3314154,TMEM231,Joubert syndrome with oculorenal defect,A0A087WW60
3314155,CEP290,Joubert syndrome with oculorenal defect,Q96HG2
3314156,SIPA1L3,cataract,B2RWP0
3314157,KIF1B,Charcot-Marie-Tooth disease,A0A0U1RQL3
3314158,IQSEC2,chromosome Xp11.23-p11.22 duplication syndrome,A0A1W2PQ34
3314159,SPART,Troyer syndrome,Q8N0X7
3314160,TAB2,chromosome 6q24-q25 deletion syndrome,U3KQ62
3314161,ARID1B,chromosome 6q24-q25 deletion syndrome,A0A1B0GTJ8
3314162,TAB2,"congenital heart defects, multiple types",U3KQ62
3314163,TAB2,polyvalvular heart disease syndrome,U3KQ62
3314164,POGZ,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,A0A2S0X0P7
3314165,PHF8,X-linked intellectual disability,H7BZB7
3314166,MAST2,breast mucinous carcinoma,V9GXZ1
3314167,CIC,"intellectual disability, autosomal dominant",I3L2J0
3314168,LPIN1,"myoglobinuria, acute recurrent, autosomal recessive",C9J278
3314169,GANAB,polycystic kidney disease 3 with or without polycystic liver disease,E9PNH1
3314170,PMPCA,autosomal recessive spinocerebellar ataxia,Q5SXN9
3314171,ARL6IP1,hereditary spastic paraplegia,H3BTX6
3314172,MLC1,megalencephalic leukoencephalopathy with cysts,P53141
3314173,HEPACAM,megalencephalic leukoencephalopathy with cysts,L0R4Y5
3314174,SULF1,mesomelia-synostoses syndrome,E9PS14
3314175,SLCO5A1,mesomelia-synostoses syndrome,E9PPI0
3314176,RHOBTB2,developmental and epileptic encephalopathy,E5RI44
3314177,ARHGEF9,developmental and epileptic encephalopathy,A0A5F9ZGZ3
3314178,EXOC6B,spondyloepimetaphyseal dysplasia with joint laxity,J3QT38
3314179,B3GALT6,spondyloepimetaphyseal dysplasia with joint laxity,Q499Z2
3314180,PACS2,developmental and epileptic encephalopathy,F8W0B1
3314181,DENND5A,developmental and epileptic encephalopathy,E9PIS3
3314182,DDHD2,hereditary spastic paraplegia,E9PIF5
3314183,CAMTA1,nonprogressive cerebellar atxia with intellectual disability,G3V297
3314184,AGTPBP1,"neurodegeneration, childhood-onset, with cerebellar atrophy",J3KNS1
3314185,BICD2,proximal spinal muscular atrophy,Q96FU2
3314186,BICD2,"spinal muscular atrophy, lower extremity-predominant, 2b, prenatal onset, autosomal dominant",Q96FU2
3314187,EHBP1,"prostate cancer, hereditary",B5MC86
3314188,DMXL2,polyendocrine-polyneuropathy syndrome,Q8WTV7
3314189,DMXL2,"deafness, autosomal dominant",Q8WTV7
3314190,SATB2,chromosome 2q32-q33 deletion syndrome,A0A024R3U6
3314191,SATB2,2q33.1 microdeletion syndrome,A0A024R3U6
3314192,CUX2,developmental and epileptic encephalopathy,Q9BZX3
3314193,TRIM2,Charcot-Marie-Tooth disease,A0A6Q8PGE9
3314194,RPGRIP1L,Meckel syndrome,I3L1B5
3314195,B9D1,Meckel syndrome,A0A2R8YFJ1
3314196,WDPCP,Meckel syndrome,A0A1D5RMS8
3314197,TMEM216,Meckel syndrome,J3QT25
3314198,MKS1,Meckel syndrome,P34072
3314199,CEP55,Meckel syndrome,H0Y432
3314200,RPGRIP1,Meckel syndrome,Q5D221
3314201,CC2D2A,Meckel syndrome,A0A6Q8PHJ7
3314202,TMEM231,Meckel syndrome,A0A087WW60
3314203,CSPP1,Meckel syndrome,A0A7I2V4M7
3314204,TCTN2,Meckel syndrome,F5H6G0
3314205,CEP290,Meckel syndrome,Q96HG2
3314206,B9D2,Meckel syndrome,M0QY88
3314207,TMEM107,Meckel syndrome,E9PIH0
3314208,TMEM67,Meckel syndrome,A0A0S2Z5T9
3314209,RPGRIP1L,Joubert syndrome with hepatic defect,I3L1B5
3314210,INPP5E,Joubert syndrome with hepatic defect,A0A6Q8PH37
3314211,CC2D2A,Joubert syndrome with hepatic defect,A0A6Q8PHJ7
3314212,TMEM67,Joubert syndrome with hepatic defect,A0A0S2Z5T9
3314213,WASHC4,"intellectual disability, autosomal recessive",R4GMM5
3314214,SASH1,dyschromatosis universalis hereditaria,A0A1B0GVF9
3314215,SASH1,familial generalized lentiginosis,A0A1B0GVF9
3314216,SZT2,developmental and epileptic encephalopathy,A0A1W2PRY5
3314217,SYNE1,major depressive disorder,A0A1Z2R910
3314218,SYNE1,"autosomal recessive ataxia, Beauce type",A0A1Z2R910
3314219,SYNE1,autosomal recessive myogenic arthrogryposis multiplex congenita,A0A1Z2R910
3314220,SMCHD1,"arhinia, choanal atresia, and microphthalmia",A0A2R8YE92
3314221,SMCHD1,arrhinia-choanal atresia-microphthalmia syndrome,A0A2R8YE92
3314222,PSD3,antecubital pterygium syndrome,A0A087X1Z0
3314223,OBSL1,3M syndrome,Q6P710
3314224,SPECC1L,"hypertelorism, Teebi type",C9JLY8
3314225,SPECC1L,autosomal dominant Opitz G/BBB syndrome,C9JLY8
3314226,SPECC1L,Opitz G/BBB syndrome,C9JLY8
3314227,SPECC1L,oculomaxillofacial dysostosis,C9JLY8
3314228,SPECC1L,Tessier number 4/5/6 facial cleft,C9JLY8
3314229,SIK3,spondyloepimetaphyseal dysplasia,H7C042
3314230,MED13L,dextro-looped transposition of the great arteries,A0A3B3IS36
3314231,MED13L,cardiac anomalies - developmental delay - facial dysmorphism syndrome,A0A3B3IS36
3314232,ADNP,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,A0A2R8Y6X0
3314233,LARS2,hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,A0A2R8Y581
3314234,ATP13A2,complex hereditary spastic paraplegia,H0Y9K0
3314235,ATP13A2,Kufor-Rakeb syndrome,H0Y9K0
3314236,ATP13A2,complex spastic paraplegia,H0Y9K0
3314237,EXOSC2,retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome,A2VCR1
3314238,DICER1,ovarian Sertoli-Leydig cell tumor,A0A6Q8PFV4
3314239,DICER1,ovarian gynandroblastoma,A0A6Q8PFV4
3314240,DICER1,Sertoli cell tumor,A0A6Q8PFV4
3314241,DICER1,Sertoli-Leydig cell tumor,A0A6Q8PFV4
3314242,DICER1,pleuropulmonary blastoma,A0A6Q8PFV4
3314243,DICER1,embryonal rhabdomyosarcoma,A0A6Q8PFV4
3314244,DICER1,DICER1 syndrome,A0A6Q8PFV4
3314245,DICER1,"global developmental delay, lung cysts, overgrowth, and wilms tumor",A0A6Q8PFV4
3314246,ZFPM2,diaphragmatic hernia,E5RJX0
3314247,ZFPM2,"46,XX sex reversal",E5RJX0
3314248,MLYCD,malonic aciduria,A0A087X1B8
3314249,ACSF3,malonic aciduria,Q6P2C7
3314250,CRB1,pigmented paravenous retinochoroidal atrophy,L8E9V4
3314251,GRIP1,Fraser syndrome,H0YFY3
3314252,FRAS1,Fraser syndrome,Q05CW8
3314253,FREM2,Fraser syndrome,Q5SZK8
3314254,AP4E1,hereditary spastic paraplegia,L8ECD9
3314255,AP4E1,stutter disorder,L8ECD9
3314256,AP4E1,"stuttering, familial persistent",L8ECD9
3314257,CNTNAP2,stutter disorder,A0A0J9YWG3
3314258,CNTNAP2,"stuttering, familial persistent",A0A0J9YWG3
3314259,SLC35A3,autism spectrum disorder - epilepsy - arthrogryposis syndrome,A0A1W2PR66
3314260,SF3B1,idiopathic sideroblastic anemia,A0A494C1M2
3314261,TET2,idiopathic sideroblastic anemia,L8E8T1
3314262,ABCA5,gingival fibromatosis-hypertrichosis syndrome,K7EQ50
3314263,BRD4,nut midline carcinoma,W8JJB1
3314264,NUTM1,nut midline carcinoma,Q86Y26
3314265,ISCU,hereditary myopathy with lactic acidosis due to ISCU deficiency,F5H672
3314266,TGDS,Catel-Manzke syndrome,O95455
3314267,TNFRSF13B,immunoglobulin A deficiency 2,A0A141AWZ3
3314268,TNFRSF13B,selective IgA deficiency disease,A0A141AWZ3
3314269,TNFRSF13B,IgAD1,A0A141AWZ3
3314270,TNFRSF13B,immunodeficiency predominantly affecting antibody production,A0A141AWZ3
3314271,ZFYVE26,hereditary spastic paraplegia,G3V2D8
3314272,SLC39A14,hypermanganesemia with dystonia,A0A0S2Z5Z7
3314273,KAT6B,genitopatellar syndrome,A0A3B3IU71
3314274,KAT6B,"blepharophimosis - intellectual disability syndrome, SBBYS type",A0A3B3IU71
3314275,PIK3R5,ataxia with oculomotor apraxia,J3KRE9
3314276,TNPO3,limb-girdle muscular dystrophy,E9PFH4
3314277,TSPAN12,exudative vitreoretinopathy,C9JQM0
3314278,PIGN,Fryns syndrome,A0A1W2PRH3
3314279,PIGN,multiple congenital anomalies-hypotonia-seizures syndrome,A0A1W2PRH3
3314280,WBP2,"deafness, autosomal recessive",L0R5E7
3314281,CLDN14,autosomal recessive nonsyndromic deafness,O95500
3314282,ARL2BP,retinitis pigmentosa with or without situs inversus,H3BM52
3314283,CASP14,autosomal recessive congenital ichthyosis,A9UFC0
3314284,DDX58,singleton-Merten dysplasia,L8E813
3314285,IFIH1,singleton-Merten dysplasia,A0A7P0Z4A9
3314286,DDX58,Singleton-Merten syndrome,L8E813
3314287,IFIH1,Singleton-Merten syndrome,A0A7P0Z4A9
3314288,PDSS1,deafness-encephaloneuropathy-obesity-valvulopathy syndrome,H0YEE6
3314289,LEMD3,melorheostosis,A0A024RBB9
3314290,LEMD3,osteopoikilosis (disease),A0A024RBB9
3314291,LEMD3,isolated osteopoikilosis,A0A024RBB9
3314292,LEMD3,Buschke-Ollendorff syndrome,A0A024RBB9
3314293,LEMD3,melorheostosis with osteopoikilosis,A0A024RBB9
3314294,AMACR,congenital bile acid synthesis defect,A0A024RE16
3314295,AMACR,alpha-methylacyl-CoA racemase deficiency,A0A024RE16
3314296,PLD3,spinocerebellar ataxia,M0R1F7
3314297,SMPX,"deafness, X-linked",L8ECE6
3314298,SHPK,isolated sedoheptulokinase deficiency,Q9UHJ6
3314299,FRRS1L,developmental and epileptic encephalopathy,A0A2R8YDG8
3314300,IL17RA,immunodeficiency,Q96F46
3314301,FLRT1,SPOAN syndrome,A0A6E1VY70
3314302,KLC2,SPOAN syndrome,L8EAC5
3314303,KIF4A,"intellectual disability, X-linked",Q6PKB2
3314304,DSTYK,hereditary spastic paraplegia,Q6XUX3
3314305,DSTYK,congenital anomalies of kidney and urinary tract,Q6XUX3
3314306,CIZ1,torsion dystonia,H0Y5D5
3314307,CIZ1,dystonia,H0Y5D5
3314308,ATXN10,spinocerebellar ataxia,B1AHE4
3314309,MTO1,mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency,P53070
3314310,TXN2,combined oxidative phosphorylation deficiency,M0QXH0
3314311,NIPBL,chromosome 5p13 duplication syndrome,A6QL62
3314312,COG4,"microcephalic osteodysplastic dysplasia, Saul-Wilson type",Q06096
3314313,COG4,COG4-CDG,Q06096
3314314,WHRN,autosomal recessive nonsyndromic deafness,A0A669KBA5
3314315,POLR1A,acrofacial dysostosis,Q96AG9
3314316,POC1A,short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,Q8NBT0
3314317,PTPRQ,short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,F8W122
3314318,POT1,glioma susceptibility,P27796
3314319,RTTN,polymicrogyria,A0A1W2PR96
3314320,NDUFAF3,"mitochondrial complex 1 deficiency, nuclear",Q9BU61
3314321,SIN3A,chromosome 15q24 deletion syndrome,H3BNA0
3314322,KANK2,woolly hair-palmoplantar keratoderma syndrome,K7ERU2
3314323,KANK2,"nephrotic syndrome,",K7ERU2
3314324,SH2B1,proximal 16p11.2 microdeletion syndrome,H3BPZ4
3314325,SH2B1,distal 16p11.2 microdeletion syndrome,H3BPZ4
3314326,NECAP1,developmental and epileptic encephalopathy,A0A1W2PR27
3314327,DNAH1,spermatogenic failure,H7C506
3314328,TENM4,"tremor, hereditary essential",A0A0S2PZP6
3314329,TMEM98,nanophthalmos,A0AUK5
3314330,SETBP1,dysembryoplastic neuroepithelial tumor,A0A2R8YH59
3314331,SETBP1,"intellectual disability, autosomal dominant",A0A2R8YH59
3314332,CNTNAP2,cortical dysplasia-focal epilepsy syndrome,A0A0J9YWG3
3314333,AUTS2,autism spectrum disorder due to AUTS2 deficiency,Q75L24
3314334,ABHD12,PHARC syndrome,A0A5F9ZH28
3314335,TOR1AIP1,limb-girdle muscular dystrophy,J3KN66
3314336,LDLRAP1,homozygous familial hypercholesterolemia,Q5SW96
3314337,ABCG5,homozygous familial hypercholesterolemia,Q53T83
3314338,ABCG8,homozygous familial hypercholesterolemia,Q14CR0
3314339,KIFBP,Goldberg-Shprintzen megacolon syndrome,A0A6Q8PHE6
3314340,ZBTB20,intellectual disability-cataracts-calcified pinnae-myopathy syndrome,C9JUH0
3314341,PTPN22,temporal arteritis,G3K0T4
3314342,PTPN22,vitiligo,G3K0T4
3314343,PHGDH,3-phosphoglycerate dehydrogenase deficiency,A0A286YFF3
3314344,PHGDH,PHGDH deficiency,A0A286YFF3
3314345,FBXL4,mitochondrial DNA depletion syndrome,Q9UKA2
3314346,HIBCH,3-hydroxyisobutyryl-CoA hydrolase deficiency,B8ZZZ0
3314347,VPS33B,"arthrogryposis, renal dysfunction, and cholestasis",A0A0S2Z589
3314348,VIPAS39,"arthrogryposis, renal dysfunction, and cholestasis",G3V4K3
3314349,VPS33B,X-linked myopathy with excessive autophagy,A0A0S2Z589
3314350,VPS33B,"myopathy, autophagic vacuolar, infantile-onset",A0A0S2Z589
3314351,VMA21,X-linked myopathy with excessive autophagy,P41806
3314352,VMA21,"myopathy, autophagic vacuolar, infantile-onset",P41806
3314353,TINF2,Revesz syndrome,H0YL96
3314354,SACS,Charlevoix-Saguenay spastic ataxia,H0Y6M8
3314355,FGF20,renal hypodysplasia/aplasia,H0YAT9
3314356,HSPB8,Charcot-Marie-Tooth disease,A0A6Q8PHK6
3314357,CNNM4,amaurosis-hypertrichosis syndrome,Q6P4Q7
3314358,CNNM4,Jalili syndrome,Q6P4Q7
3314359,IL36RN,pustular psoriasis,Q9QYY1
3314360,IL36RN,impetigo herpetiformis,Q9QYY1
3314361,IL36RN,generalized pustular psoriasis,Q9QYY1
3314362,IL36RN,deficiency of the interleukin-36 receptor antagonist,Q9QYY1
3314363,AP1S3,impetigo herpetiformis,B8ZZZ1
3314364,AP1S3,generalized pustular psoriasis,B8ZZZ1
3314365,AP1S3,deficiency of the interleukin-36 receptor antagonist,B8ZZZ1
3314366,IL36RN,acrodermatitis continua suppurativa of Hallopeau,Q9QYY1
3314367,AP1S3,acrodermatitis continua suppurativa of Hallopeau,B8ZZZ1
3314368,BSCL2,hereditary spastic paraplegia,B1PWS6
3314369,BSCL2,severe neurodegenerative syndrome with lipodystrophy,B1PWS6
3314370,OPLAH,5-oxoprolinase deficiency (disease),A0A087WY99
3314371,CYFIP2,developmental and epileptic encephalopathy,L0R6F7
3314372,TPK1,childhood encephalopathy due to thiamine pyrophosphokinase deficiency,P06244
3314373,FOXD3,"autoimmune disease, susceptibility to",Q9UJU5
3314374,NPHP3,renal-hepatic-pancreatic dysplasia,Q7Z491
3314375,NEK8,renal-hepatic-pancreatic dysplasia,K7END4
3314376,NPHP3,NPHP3-related Meckel-like syndrome,Q7Z491
3314377,CEP55,NPHP3-related Meckel-like syndrome,H0Y432
3314378,ATP2C1,Hailey-Hailey disease,D6RGE9
3314379,ACAD8,isobutyryl-CoA dehydrogenase deficiency,E9PLS3
3314380,LAT,severe combined immunodeficiency due to LAT deficiency,C7C5T8
3314381,ANKRD1,congenital pulmonary venous return anomaly,Q05DQ9
3314382,ANKRD1,scimitar syndrome,Q05DQ9
3314383,PPA2,"sudden cardiac failure, alcohol-induced",P28239
3314384,PPA2,"sudden cardiac failure, infantile",P28239
3314385,FOXP1,intellectual disability-severe speech delay-mild dysmorphism syndrome,A0A3B3ISA4
3314386,AFF4,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,L8E815
3314387,INTU,short-rib thoracic dysplasia with or without polydactyly,J3QTA5
3314388,INTU,orofaciodigital syndrome,J3QTA5
3314389,COQ2,striatonigral degeneration,P32378
3314390,COQ2,infantile bilateral striatal necrosis,P32378
3314391,COQ2,"multiple system atrophy, parkinsonian type",P32378
3314392,COQ2,coenzyme Q10 deficiency,P32378
3314393,COQ8A,coenzyme Q10 deficiency,Q8NI60
3314394,COQ9,coenzyme Q10 deficiency,Q05779
3314395,COQ2,"coenzyme Q10 deficiency, primary",P32378
3314396,COQ8A,"coenzyme Q10 deficiency, primary",Q8NI60
3314397,COQ9,"coenzyme Q10 deficiency, primary",Q05779
3314398,COQ2,multiple system atrophy,P32378
3314399,AHDC1,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,Q5TGY3
3314400,NFU1,multiple mitochondrial dysfunctions syndrome,P32860
3314401,NFU1,fatal multiple mitochondrial dysfunctions syndrome,P32860
3314402,ISCA2,fatal multiple mitochondrial dysfunctions syndrome,J3QSS7
3314403,IBA57,fatal multiple mitochondrial dysfunctions syndrome,P47158
3314404,BOLA3,fatal multiple mitochondrial dysfunctions syndrome,Q8N338
3314405,MMADHC,methylmalonic aciduria/acidemia and homocystinuria,F8WEC0
3314406,MMADHC,methylcobalamin deficiency type cblDv1,F8WEC0
3314407,MMADHC,vitamin B12-responsive methylmalonic acidemia,F8WEC0
3314408,HPLH1,hemophagocytic lymphohistiocytosis,None
3314409,HPLH1,hemophagocytic syndrome,None
3314410,SRPX2,"rolandic epilepsy, intellectual disability, and speech dyspraxia, X-linked",A0A1W2PRB1
3314411,RBMX,X-linked intellectual disability,H3BNC1
3314412,ANGPTL3,familial hypobetalipoproteinemia,Q9Y5C1
3314413,HTRA2,"Parkinson disease, autosomal dominant, susceptibility to",A0A0C4DG44
3314414,HTRA2,3-methylglutaconic aciduria,A0A0C4DG44
3314415,PCLO,pontocerebellar hypoplasia,L8E9M5
3314416,IGHV4-34,hairy cell leukemia variant,A0A0F7T737
3314417,IGHV4-34,hairy cell leukemia,A0A0F7T737
3314418,TRAC,TCR-alpha-beta-positive T-cell deficiency,A0A5H1ZRS8
3314419,LAMTOR2,primary immunodeficiency syndrome due to p14 deficiency,Q9Y2Q5
3314420,DCPS,Al-Raqad syndrome,A0A3B3ITF0
3314421,OSTM1,infantile osteopetrosis with neuroaxonal dysplasia,A0A0S2VEL3
3314422,OSTM1,osteopetrosis,A0A0S2VEL3
3314423,ACAD9,acyl-CoA dehydrogenase 9 deficiency,D6RJA8
3314424,IFT81,short-rib thoracic dysplasia with or without polydactyly,Q05DP9
3314425,FLVCR1,posterior column ataxia-retinitis pigmentosa syndrome,H7C3Z2
3314426,C1GALT1C1,Tn polyagglutination syndrome,Q96EU7
3314427,SETD2,Luscan-Lumish syndrome,A0A1W2PPX9
3314428,NDUFAF4,"mitochondrial complex 1 deficiency, nuclear",Q9P032
3314429,UBE2T,Fanconi anemia complementation group,A0A2R8Y812
3314430,ANKRD11,KBG syndrome,Q8IVY9
3314431,ANKRD11,16q24.3 microdeletion syndrome,Q8IVY9
3314432,CD274,thymus cancer,Q9NZQ7
3314433,CD274,thymoma,Q9NZQ7
3314434,CD274,thymic carcinoma,Q9NZQ7
3314435,CD274,well-differentiated thymic neuroendocrine carcinoma,Q9NZQ7
3314436,CD274,moderately-differentiated thymic neuroendocrine carcinoma,Q9NZQ7
3314437,CD274,poorly differentiated thymic neuroendocrine carcinoma,Q9NZQ7
3314438,CD274,thymic epithelial neoplasm,Q9NZQ7
3314439,CD274,thymic neuroendocrine tumor,Q9NZQ7
3314440,GPSM2,Chudley-McCullough syndrome,A0A2R8Y6E3
3314441,UBIAD1,Schnyder corneal dystrophy,R4GN21
3314442,PYCR2,hypomyelinating leukodystrophy,A0A0S2Z5U6
3314443,GMPPB,muscular dystrophy-dystroglycanopathy (congenital),A0A7I2V2Y5
3314444,GMPPA,"alacrima, achalasia, and intellectual disability syndrome",C9JAH0
3314445,SEC61A1,"hyperuricemic nephropathy, familial juvenile",C9JXC6
3314446,ALG6,congenital disorder of glycosylation,Q12001
3314447,DSE,"Ehlers-Danlos syndrome, musculocontractural",A0A2R8Y6Y4
3314448,CHST14,"Ehlers-Danlos syndrome, musculocontractural",H0YN65
3314449,POMT2,muscular dystrophy-dystroglycanopathy (congenital),G3V4X9
3314450,SLC25A24,"progeroid syndrome, Petty type",J3KN42
3314451,DMGDH,dimethylglycine dehydrogenase deficiency,E5RK15
3314452,PSAT1,PSAT deficiency,A9LS35
3314453,DONSON,microcephaly-micromelia syndrome,F8WD19
3314454,DONSON,"microcephaly, short stature, and limb abnormalities",F8WD19
3314455,SH3KBP1,immunodeficiency,L0R6P6
3314456,VSX1,Fuchs' endothelial dystrophy,D3YHE7
3314457,VSX1,Schnyder corneal dystrophy,D3YHE7
3314458,VSX1,epithelial basement membrane dystrophy,D3YHE7
3314459,VSX1,fleck corneal dystrophy,D3YHE7
3314460,VSX1,corneal granular dystrophy,D3YHE7
3314461,VSX1,Meesmann corneal dystrophy,D3YHE7
3314462,VSX1,epithelial recurrent erosion dystrophy,D3YHE7
3314463,VSX1,Stern-Lubinsky-Durrie syndrome,D3YHE7
3314464,VSX1,gelatinous drop-like corneal dystrophy,D3YHE7
3314465,VSX1,corneal dystrophy-perceptive deafness syndrome,D3YHE7
3314466,VSX1,central cloudy dystrophy of François,D3YHE7
3314467,VSX1,congenital hereditary endothelial dystrophy of cornea,D3YHE7
3314468,VSX1,Lisch epithelial corneal dystrophy,D3YHE7
3314469,VSX1,X-linked endothelial corneal dystrophy,D3YHE7
3314470,VSX1,Thiel-Behnke corneal dystrophy,D3YHE7
3314471,VSX1,Reis-Bucklers corneal dystrophy,D3YHE7
3314472,VSX1,congenital stromal corneal dystrophy,D3YHE7
3314473,VSX1,subepithelial mucinous corneal dystrophy,D3YHE7
3314474,VSX1,Grayson-Wilbrandt corneal dystrophy,D3YHE7
3314475,VSX1,pre-descemet corneal dystrophy,D3YHE7
3314476,VSX1,superficial corneal dystrophy,D3YHE7
3314477,VSX1,stromal corneal dystrophy,D3YHE7
3314478,VSX1,honey-droplet corneal dystrophy,D3YHE7
3314479,VSX1,congenital hereditary endothelial dystrophy type I,D3YHE7
3314480,VSX1,empty sella syndrome,D3YHE7
3314481,VSX1,craniofacial anomalies and anterior segment dysgenesis syndrome,D3YHE7
3314482,ADGRE2,vibratory urticaria,M0QY55
3314483,ADGRE2,autosomal dominant vibratory urticaria,M0QY55
3314484,ADGRE2,familial dermatographia,M0QY55
3314485,CD209,dengue disease,X6RB12
3314486,CD209,infectious disease,X6RB12
3314487,CD209,Japanese encephalitis,X6RB12
3314488,CD209,yellow fever,X6RB12
3314489,SCAPER,intellectual developmental disorder and retinitis pigmentosa; IDDRP,H3BTL8
3314490,SMARCAL1,Schimke immuno-osseous dysplasia,H7BYI2
3314491,CD207,Birbeck granule deficiency,Q9UJ71
3314492,DUOX2,thyroid dyshormonogenesis,A0A0A8J2L3
3314493,DUOXA2,congenital hypothyroidism,Q1HG44
3314494,IL21R,cryptosporidiosis-chronic cholangitis-liver disease syndrome,Q9HBE5
3314495,GEMIN4,"neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities",I3L4M4
3314496,PNPLA8,mitochondrial myopathy-lactic acidosis-deafness syndrome,C9J9W9
3314497,SLC45A1,intellectual developmental disorder with neuropsychiatric features,A0A2H2EQP0
3314498,NEUROG3,congenital malabsorptive diarrhea 4,E0X9P2
3314499,DCAF8,giant axonal neuropathy,V9GYZ9
3314500,KCNK4,hypertrichosis (disease),F5GZ20
3314501,SLC29A3,hypertrichosis (disease),A0A2R8Y863
3314502,NSDHL,CHILD syndrome,C9JDR0
3314503,NSDHL,CK syndrome,C9JDR0
3314504,DHH,"46,XX sex reversal",F6KSZ5
3314505,DHH,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",F6KSZ5
3314506,FOXP3,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,A0A494C1K1
3314507,TBX22,Abruzzo-Erickson syndrome,A0A385I6V8
3314508,SOST,craniodiaphyseal dysplasia,Q9BQB4
3314509,SOST,"craniodiaphyseal dysplasia, autosomal dominant",Q9BQB4
3314510,COQ6,familial steroid-resistant nephrotic syndrome with sensorineural deafness,P53318
3314511,ASCC1,spinal muscular atrophy with congenital bone fractures,A0A5F9ZI10
3314512,MRPS16,combined oxidative phosphorylation defect,Q02608
3314513,PAM16,"autosomal recessive spondylometaphyseal dysplasia, Megarbane type",P42949
3314514,WDPCP,heart defect - tongue hamartoma - polysyndactyly syndrome,A0A1D5RMS8
3314515,YARS2,"myopathy, lactic acidosis, and sideroblastic anemia",H0YHS6
3314516,PUS1,"myopathy, lactic acidosis, and sideroblastic anemia",Q12211
3314517,NDUFA13,thyroid gland oncocytic follicular carcinoma,K7EJE1
3314518,NDUFA13,thyroid Hurthle cell carcinoma,K7EJE1
3314519,NDUFA13,"mitochondrial complex 1 deficiency, nuclear",K7EJE1
3314520,MRPS7,combined oxidative phosphorylation deficiency,Q96Q63
3314521,POLR1D,treacher collins syndrome,A0A1B0GUZ5
3314522,GAL,familial temporal lobe epilepsy,P22466
3314523,TNNI3K,atrial conduction disease,H0YE48
3314524,TSEN15,pontocerebellar hypoplasia,A0A2R8Y5L0
3314525,TRNT1,congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,A0A494C0N8
3314526,TRNT1,retinitis pigmentosa and erythrocytic microcytosis,A0A494C0N8
3314527,IFT52,cranioectodermal dysplasia,Q9Y366
3314528,IFT122,cranioectodermal dysplasia,L8E937
3314529,WDR35,cranioectodermal dysplasia,H7BZK8
3314530,WDR19,cranioectodermal dysplasia,D6RBA0
3314531,IFT43,cranioectodermal dysplasia,A0A7I2V6B2
3314532,ABHD5,Dorfman-Chanarin disease,A0A2R8Y7S6
3314533,MECR,"dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",H3BM30
3314534,NDUFAF1,"mitochondrial complex 1 deficiency, nuclear",H0YNN4
3314535,RDH11,retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,A0A0S2Z575
3314536,KMT5B,"intellectual disability, autosomal dominant",C9JFG1
3314537,TRAPPC12,early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome,A0A0J9YXQ9
3314538,ZDHHC9,X-linked intellectual disability,Q5JYE8
3314539,MRPS2,combined oxidative phosphorylation deficiency,Q96Q47
3314540,COQ4,neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome,O13525
3314541,SAR1B,chylomicron retention disease,D6RDB2
3314542,SAR1B,Fabry disease,D6RDB2
3314543,SAR1B,lysosomal lipid storage disorder,D6RDB2
3314544,RLIM,"intellectual disability, X-linked",L0R533
3314545,IRAK4,immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,Q7Z6A7
3314546,TIRAP,immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency,A0A024R3M4
